month,product_id,product_name,category,units_sold,revenue,average_price,average_discount,returns,return_rate
2025-09,103,Proactive client-driven budgetary management,Apparel,27.0,2994.93,110.92,0.1,0.0,0.0
2025-10,103,Proactive client-driven budgetary management,Apparel,31.0,3443.62,110.3,0.15,1.0,0.0323
2025-11,103,Proactive client-driven budgetary management,Apparel,21.0,2265.85,108.72,0.2,0.0,0.0
2025-12,103,Proactive client-driven budgetary management,Apparel,33.0,3656.75,110.77,0.2,0.0,0.0
2026-01,103,Proactive client-driven budgetary management,Apparel,37.0,4060.53,109.36,0.1,0.0,0.0
2026-02,103,Proactive client-driven budgetary management,Apparel,33.0,3679.18,111.05,0.2,0.0,0.0
2026-03,103,Proactive client-driven budgetary management,Apparel,41.0,4598.97,112.17,,0.0,0.0
2026-04,103,Proactive client-driven budgetary management,Apparel,48.0,5339.29,110.92,0.15,1.0,0.0208
2026-05,103,Proactive client-driven budgetary management,Apparel,41.0,4509.24,110.77,0.15,0.0,0.0
2026-06,103,Proactive client-driven budgetary management,Apparel,42.0,4688.71,111.24,0.2,0.0,0.0
2026-07,103,Proactive client-driven budgetary management,Apparel,3.0,336.51,112.17,,0.0,0.0
2025-01,104,Inverse heuristic groupware,Home & Kitchen,16.0,252.88,15.85,0.1999,1.0,0.0625
2025-02,104,Inverse heuristic groupware,Home & Kitchen,20.0,319.34,15.96,0.0999,0.0,0.0
2025-03,104,Inverse heuristic groupware,Home & Kitchen,31.0,496.03,15.92,0.1999,1.0,0.0323
2025-04,104,Inverse heuristic groupware,Home & Kitchen,11.0,178.31,16.21,,0.0,0.0
2025-05,104,Inverse heuristic groupware,Home & Kitchen,18.0,288.54,16.01,0.0999,0.0,0.0
2025-06,104,Inverse heuristic groupware,Home & Kitchen,23.0,369.59,16.01,0.1999,0.0,0.0
2025-07,104,Inverse heuristic groupware,Home & Kitchen,29.0,461.99,15.78,0.1666,0.0,0.0
2025-08,104,Inverse heuristic groupware,Home & Kitchen,20.0,324.2,16.21,,1.0,0.05
2025-09,104,Inverse heuristic groupware,Home & Kitchen,37.0,594.91,16.07,0.0999,0.0,0.0
2025-10,104,Inverse heuristic groupware,Home & Kitchen,26.0,419.84,16.1,0.0999,0.0,0.0
2025-11,104,Inverse heuristic groupware,Home & Kitchen,12.0,194.52,16.21,,1.0,0.0833
2025-12,104,Inverse heuristic groupware,Home & Kitchen,36.0,570.6,15.86,0.1249,1.0,0.0278
2026-01,104,Inverse heuristic groupware,Home & Kitchen,35.0,560.87,16.07,0.0999,0.0,0.0
2026-02,104,Inverse heuristic groupware,Home & Kitchen,32.0,518.72,16.21,,1.0,0.0312
2026-03,104,Inverse heuristic groupware,Home & Kitchen,38.0,611.12,16.06,0.0999,0.0,0.0
2026-04,104,Inverse heuristic groupware,Home & Kitchen,50.0,786.2,15.69,0.1499,2.0,0.04
2026-05,104,Inverse heuristic groupware,Home & Kitchen,44.0,705.14,16.06,0.0999,0.0,0.0
2026-06,104,Inverse heuristic groupware,Home & Kitchen,30.0,476.58,15.94,0.1499,0.0,0.0
2026-07,104,Inverse heuristic groupware,Home & Kitchen,3.0,45.39,14.59,0.1999,0.0,0.0
2025-01,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,16.0,4123.52,257.72,,1.0,0.0625
2025-02,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,21.0,5412.12,257.72,,0.0,0.0
2025-03,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,14.0,3556.54,254.86,0.1,0.0,0.0
2025-04,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,27.0,6803.82,254.5,0.2,0.0,0.0
2025-05,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,23.0,5901.79,256.0,0.1,1.0,0.0435
2025-06,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,21.0,5334.81,254.5,0.1,1.0,0.0476
2025-07,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,37.0,9381.02,251.86,0.1667,0.0,0.0
2025-08,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,20.0,5154.4,257.72,,0.0,0.0
2025-09,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,39.0,9741.84,249.13,0.16,2.0,0.0513
2025-10,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,26.0,6623.41,255.01,0.1,2.0,0.0769
2025-11,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,32.0,8195.5,255.27,0.1,0.0,0.0
2025-12,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,35.0,8865.58,253.24,0.2,1.0,0.0286
2026-01,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,25.0,6417.23,256.11,0.1,0.0,0.0
2026-02,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,43.0,11004.65,256.69,0.1,1.0,0.0233
2026-03,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,18.0,4484.34,251.77,0.15,0.0,0.0
2026-04,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,27.0,6855.36,252.29,0.1333,0.0,0.0
2026-05,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,18.0,4638.96,257.72,,1.0,0.0556
2026-06,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,35.0,8917.12,253.43,0.15,0.0,0.0
2026-07,105,Multi-lateral bandwidth-monitored toolset,Sporting Goods,0.0,0.0,,,0.0,0.0
2025-01,106,Networked tangible knowledge user,Sporting Goods,17.0,3548.45,212.47,0.15,0.0,0.0
2025-02,106,Networked tangible knowledge user,Sporting Goods,20.0,4380.8,219.04,,1.0,0.05
2025-03,106,Networked tangible knowledge user,Sporting Goods,31.0,6658.81,214.43,0.2,0.0,0.0
2025-04,106,Networked tangible knowledge user,Sporting Goods,24.0,5169.36,216.3,0.1,0.0,0.0
2025-05,106,Networked tangible knowledge user,Sporting Goods,25.0,5476.0,219.04,,0.0,0.0
2025-06,106,Networked tangible knowledge user,Sporting Goods,27.0,5870.27,216.12,0.2,0.0,0.0
2025-07,106,Networked tangible knowledge user,Sporting Goods,21.0,4512.22,215.67,0.2,1.0,0.0476
2025-08,106,Networked tangible knowledge user,Sporting Goods,23.0,5037.92,219.04,,0.0,0.0
2025-09,106,Networked tangible knowledge user,Sporting Goods,28.0,6001.7,212.6,0.1667,0.0,0.0
2025-10,106,Networked tangible knowledge user,Sporting Goods,39.0,8323.56,214.48,0.1,1.0,0.0256
2025-11,106,Networked tangible knowledge user,Sporting Goods,24.0,5169.36,215.67,0.1,0.0,0.0
2025-12,106,Networked tangible knowledge user,Sporting Goods,49.0,10689.16,217.48,0.1,1.0,0.0204
2026-01,106,Networked tangible knowledge user,Sporting Goods,29.0,6352.16,219.04,,0.0,0.0
2026-02,106,Networked tangible knowledge user,Sporting Goods,40.0,8608.28,215.06,0.1333,2.0,0.05
2026-03,106,Networked tangible knowledge user,Sporting Goods,41.0,8673.99,213.78,0.15,1.0,0.0244
2026-04,106,Networked tangible knowledge user,Sporting Goods,20.0,4336.99,215.39,0.2,0.0,0.0
2026-05,106,Networked tangible knowledge user,Sporting Goods,28.0,6001.7,214.93,0.15,0.0,0.0
2026-06,106,Networked tangible knowledge user,Sporting Goods,39.0,8301.61,213.36,0.175,1.0,0.0256
2026-07,106,Networked tangible knowledge user,Sporting Goods,1.0,219.04,219.04,,0.0,0.0
2025-01,107,Inverse fault-tolerant utilization,Beauty,18.0,818.82,45.49,,1.0,0.0556
2025-02,107,Inverse fault-tolerant utilization,Beauty,19.0,841.56,44.44,0.15,1.0,0.0526
2025-03,107,Inverse fault-tolerant utilization,Beauty,32.0,1446.58,45.21,0.1,0.0,0.0
2025-04,107,Inverse fault-tolerant utilization,Beauty,28.0,1237.32,43.88,0.15,0.0,0.0
2025-05,107,Inverse fault-tolerant utilization,Beauty,28.0,1264.62,45.19,0.1,0.0,0.0
2025-06,107,Inverse fault-tolerant utilization,Beauty,22.0,968.93,43.74,0.1667,0.0,0.0
2025-07,107,Inverse fault-tolerant utilization,Beauty,23.0,1018.97,44.28,0.1334,0.0,0.0
2025-08,107,Inverse fault-tolerant utilization,Beauty,27.0,1200.93,44.88,0.2,0.0,0.0
2025-09,107,Inverse fault-tolerant utilization,Beauty,30.0,1351.05,44.77,0.1,0.0,0.0
2025-10,107,Inverse fault-tolerant utilization,Beauty,37.0,1601.23,43.91,0.16,0.0,0.0
2025-11,107,Inverse fault-tolerant utilization,Beauty,33.0,1473.87,44.95,0.1,0.0,0.0
2025-12,107,Inverse fault-tolerant utilization,Beauty,46.0,2056.14,44.82,0.1334,0.0,0.0
2026-01,107,Inverse fault-tolerant utilization,Beauty,30.0,1351.05,44.73,0.15,2.0,0.0667
2026-02,107,Inverse fault-tolerant utilization,Beauty,25.0,1119.05,44.92,0.1,1.0,0.04
2026-03,107,Inverse fault-tolerant utilization,Beauty,60.0,2693.0,44.82,0.1667,1.0,0.0167
2026-04,107,Inverse fault-tolerant utilization,Beauty,33.0,1487.52,45.08,0.1,0.0,0.0
2026-05,107,Inverse fault-tolerant utilization,Beauty,46.0,2060.69,44.73,0.125,1.0,0.0217
2026-06,107,Inverse fault-tolerant utilization,Beauty,21.0,946.19,44.79,0.2,1.0,0.0476
2026-07,107,Inverse fault-tolerant utilization,Beauty,3.0,136.47,45.49,,0.0,0.0
2025-01,108,Expanded disintermediate utilization,Apparel,17.0,1771.06,104.37,0.1,0.0,0.0
2025-02,108,Expanded disintermediate utilization,Apparel,31.0,3194.24,103.56,0.15,0.0,0.0
2025-03,108,Expanded disintermediate utilization,Apparel,51.0,5313.18,103.47,0.125,0.0,0.0
2025-04,108,Expanded disintermediate utilization,Apparel,24.0,2530.08,105.42,,0.0,0.0
2025-05,108,Expanded disintermediate utilization,Apparel,10.0,1054.2,105.42,,1.0,0.1
2025-06,108,Expanded disintermediate utilization,Apparel,28.0,2877.98,102.13,0.125,1.0,0.0357
2025-07,108,Expanded disintermediate utilization,Apparel,18.0,1887.02,104.46,0.1,0.0,0.0
2025-08,108,Expanded disintermediate utilization,Apparel,26.0,2614.44,101.47,0.2,0.0,0.0
2025-09,108,Expanded disintermediate utilization,Apparel,34.0,3552.66,104.96,0.1,0.0,0.0
2025-10,108,Expanded disintermediate utilization,Apparel,36.0,3700.26,103.2,0.1333,0.0,0.0
2025-11,108,Expanded disintermediate utilization,Apparel,48.0,4880.98,101.63,0.18,2.0,0.0417
2025-12,108,Expanded disintermediate utilization,Apparel,37.0,3805.68,102.41,0.15,0.0,0.0
2026-01,108,Expanded disintermediate utilization,Apparel,25.0,2603.88,104.61,0.1,1.0,0.04
2026-02,108,Expanded disintermediate utilization,Apparel,47.0,4923.12,104.29,0.15,0.0,0.0
2026-03,108,Expanded disintermediate utilization,Apparel,50.0,5165.6,103.54,0.125,0.0,0.0
2026-04,108,Expanded disintermediate utilization,Apparel,42.0,4332.78,103.02,0.125,1.0,0.0238
2026-05,108,Expanded disintermediate utilization,Apparel,35.0,3626.46,104.31,0.2,2.0,0.0571
2026-06,108,Expanded disintermediate utilization,Apparel,44.0,4575.24,103.98,0.1,2.0,0.0455
2026-07,108,Expanded disintermediate utilization,Apparel,0.0,0.0,,,1.0,0.0
2025-01,109,Persistent contextually-based hub,Sporting Goods,17.0,3096.21,182.13,,0.0,0.0
2025-02,109,Persistent contextually-based hub,Sporting Goods,11.0,2003.43,182.13,,0.0,0.0
2025-03,109,Persistent contextually-based hub,Sporting Goods,22.0,3934.02,179.53,0.1,0.0,0.0
2025-04,109,Persistent contextually-based hub,Sporting Goods,32.0,5718.88,178.49,0.15,0.0,0.0
2025-05,109,Persistent contextually-based hub,Sporting Goods,22.0,3824.72,174.63,0.175,0.0,0.0
2025-06,109,Persistent contextually-based hub,Sporting Goods,34.0,6192.42,182.13,,1.0,0.0294
2025-07,109,Persistent contextually-based hub,Sporting Goods,31.0,5627.82,181.12,0.1,0.0,0.0
2025-08,109,Persistent contextually-based hub,Sporting Goods,27.0,4808.25,178.72,0.1,0.0,0.0
2025-09,109,Persistent contextually-based hub,Sporting Goods,8.0,1457.04,182.13,,0.0,0.0
2025-10,109,Persistent contextually-based hub,Sporting Goods,26.0,4662.52,178.08,0.2,0.0,0.0
2025-11,109,Persistent contextually-based hub,Sporting Goods,36.0,6137.77,171.37,0.1444,0.0,0.0
2025-12,109,Persistent contextually-based hub,Sporting Goods,34.0,5973.84,177.16,0.2,0.0,0.0
2026-01,109,Persistent contextually-based hub,Sporting Goods,34.0,6137.79,181.26,0.1,0.0,0.0
2026-02,109,Persistent contextually-based hub,Sporting Goods,30.0,5427.48,181.06,0.1,0.0,0.0
2026-03,109,Persistent contextually-based hub,Sporting Goods,30.0,5391.04,180.21,0.2,1.0,0.0333
2026-04,109,Persistent contextually-based hub,Sporting Goods,38.0,6811.66,179.22,0.1333,0.0,0.0
2026-05,109,Persistent contextually-based hub,Sporting Goods,41.0,7394.48,179.65,0.15,1.0,0.0244
2026-06,109,Persistent contextually-based hub,Sporting Goods,31.0,5591.39,178.92,0.15,0.0,0.0
2026-07,109,Persistent contextually-based hub,Sporting Goods,0.0,0.0,,,0.0,0.0
2025-01,110,Innovative intermediate encoding,Electronics,27.0,14461.93,541.62,0.12,0.0,0.0
2025-02,110,Innovative intermediate encoding,Electronics,20.0,11254.4,562.72,,0.0,0.0
2025-03,110,Innovative intermediate encoding,Electronics,27.0,14912.09,550.87,0.1333,0.0,0.0
2025-04,110,Innovative intermediate encoding,Electronics,23.0,12548.67,546.64,0.1,0.0,0.0
2025-05,110,Innovative intermediate encoding,Electronics,18.0,10128.96,562.72,,0.0,0.0
2025-06,110,Innovative intermediate encoding,Electronics,33.0,18457.22,556.8,0.1,1.0,0.0303
2025-07,110,Innovative intermediate encoding,Electronics,33.0,18232.14,552.79,0.15,0.0,0.0
2025-08,110,Innovative intermediate encoding,Electronics,38.0,21270.82,559.91,0.1,2.0,0.0526
2025-09,110,Innovative intermediate encoding,Electronics,20.0,11254.4,562.72,,0.0,0.0
2025-10,110,Innovative intermediate encoding,Electronics,38.0,21327.09,560.38,0.1,1.0,0.0263
2025-11,110,Innovative intermediate encoding,Electronics,38.0,21158.28,557.36,0.2,0.0,0.0
2025-12,110,Innovative intermediate encoding,Electronics,41.0,22171.2,548.04,0.15,0.0,0.0
2026-01,110,Innovative intermediate encoding,Electronics,33.0,18175.87,551.47,0.1333,3.0,0.0909
2026-02,110,Innovative intermediate encoding,Electronics,29.0,16318.88,562.72,,0.0,0.0
2026-03,110,Innovative intermediate encoding,Electronics,45.0,24759.7,549.22,0.15,1.0,0.0222
2026-04,110,Innovative intermediate encoding,Electronics,60.0,33425.58,559.68,0.2,1.0,0.0167
2026-05,110,Innovative intermediate encoding,Electronics,35.0,19582.66,557.83,0.1,0.0,0.0
2026-06,110,Innovative intermediate encoding,Electronics,44.0,24703.41,560.47,0.1,2.0,0.0455
2026-07,110,Innovative intermediate encoding,Electronics,1.0,506.45,506.45,0.1,0.0,0.0
2025-01,111,Reverse-engineered explicit moderator,Electronics,17.0,10289.91,608.04,0.1,1.0,0.0588
2025-02,111,Reverse-engineered explicit moderator,Electronics,20.0,12410.24,618.43,0.1,0.0,0.0
2025-03,111,Reverse-engineered explicit moderator,Electronics,39.0,23697.95,609.46,0.125,0.0,0.0
2025-04,111,Reverse-engineered explicit moderator,Electronics,13.0,8107.19,623.63,,0.0,0.0
2025-05,111,Reverse-engineered explicit moderator,Electronics,30.0,18397.08,611.94,0.15,0.0,0.0
2025-06,111,Reverse-engineered explicit moderator,Electronics,15.0,9229.72,612.29,0.2,0.0,0.0
2025-07,111,Reverse-engineered explicit moderator,Electronics,40.0,24758.12,618.83,0.1,1.0,0.025
2025-08,111,Reverse-engineered explicit moderator,Electronics,31.0,19332.53,623.63,,1.0,0.0323
2025-09,111,Reverse-engineered explicit moderator,Electronics,36.0,22263.6,617.39,0.1,0.0,0.0
2025-10,111,Reverse-engineered explicit moderator,Electronics,37.0,22762.49,614.72,0.15,0.0,0.0
2025-11,111,Reverse-engineered explicit moderator,Electronics,33.0,20392.7,614.28,0.15,0.0,0.0
2025-12,111,Reverse-engineered explicit moderator,Electronics,16.0,9915.72,618.83,0.1,1.0,0.0625
2026-01,111,Reverse-engineered explicit moderator,Electronics,34.0,21141.06,619.96,0.1,0.0,0.0
2026-02,111,Reverse-engineered explicit moderator,Electronics,39.0,23885.03,613.24,0.1333,0.0,0.0
2026-03,111,Reverse-engineered explicit moderator,Electronics,22.0,13595.14,619.18,0.1,0.0,0.0
2026-04,111,Reverse-engineered explicit moderator,Electronics,55.0,33551.29,612.62,0.15,2.0,0.0364
2026-05,111,Reverse-engineered explicit moderator,Electronics,43.0,26254.82,612.88,0.1667,0.0,0.0
2026-06,111,Reverse-engineered explicit moderator,Electronics,44.0,27065.53,615.03,0.2,1.0,0.0227
2026-07,111,Reverse-engineered explicit moderator,Electronics,2.0,1122.54,561.27,0.1,0.0,0.0
2025-01,112,Sharable actuating contingency,Toys,41.0,227.77,5.51,0.1996,0.0,0.0
2025-02,112,Sharable actuating contingency,Toys,19.0,106.59,5.61,,0.0,0.0
2025-03,112,Sharable actuating contingency,Toys,25.0,134.65,5.45,0.1996,0.0,0.0
2025-04,112,Sharable actuating contingency,Toys,15.0,83.03,5.54,0.0998,0.0,0.0
2025-05,112,Sharable actuating contingency,Toys,25.0,140.25,5.61,,1.0,0.04
2025-06,112,Sharable actuating contingency,Toys,32.0,175.04,5.48,0.1331,0.0,0.0
2025-07,112,Sharable actuating contingency,Toys,16.0,86.96,5.44,0.1497,0.0,0.0
2025-08,112,Sharable actuating contingency,Toys,27.0,150.35,5.54,0.0998,2.0,0.0741
2025-09,112,Sharable actuating contingency,Toys,31.0,169.99,5.45,0.1198,0.0,0.0
2025-10,112,Sharable actuating contingency,Toys,35.0,191.87,5.5,0.1331,0.0,0.0
2025-11,112,Sharable actuating contingency,Toys,26.0,145.3,5.57,0.0998,0.0,0.0
2025-12,112,Sharable actuating contingency,Toys,32.0,178.96,5.58,0.0998,0.0,0.0
2026-01,112,Sharable actuating contingency,Toys,39.0,213.19,5.48,0.1248,1.0,0.0256
2026-02,112,Sharable actuating contingency,Toys,21.0,117.81,5.61,,2.0,0.0952
2026-03,112,Sharable actuating contingency,Toys,37.0,204.21,5.5,0.1331,1.0,0.027
2026-04,112,Sharable actuating contingency,Toys,30.0,168.3,5.61,,0.0,0.0
2026-05,112,Sharable actuating contingency,Toys,44.0,236.76,5.39,0.1426,1.0,0.0227
2026-06,112,Sharable actuating contingency,Toys,31.0,171.11,5.48,0.1664,1.0,0.0323
2026-07,112,Sharable actuating contingency,Toys,0.0,0.0,,,0.0,0.0
2025-01,113,Innovative clear-thinking toolset,Home & Kitchen,15.0,3902.15,261.92,0.2,0.0,0.0
2025-02,113,Innovative clear-thinking toolset,Home & Kitchen,16.0,4222.86,264.3,0.1,1.0,0.0625
2025-03,113,Innovative clear-thinking toolset,Home & Kitchen,19.0,5078.13,267.27,,0.0,0.0
2025-04,113,Innovative clear-thinking toolset,Home & Kitchen,17.0,4436.69,258.36,0.2,0.0,0.0
2025-05,113,Innovative clear-thinking toolset,Home & Kitchen,26.0,6895.57,263.93,0.2,0.0,0.0
2025-06,113,Innovative clear-thinking toolset,Home & Kitchen,15.0,3928.86,261.92,0.1,2.0,0.1333
2025-07,113,Innovative clear-thinking toolset,Home & Kitchen,29.0,7563.72,262.26,0.1,0.0,0.0
2025-08,113,Innovative clear-thinking toolset,Home & Kitchen,34.0,9033.72,266.0,0.1,0.0,0.0
2025-09,113,Innovative clear-thinking toolset,Home & Kitchen,19.0,5078.13,267.27,,0.0,0.0
2025-10,113,Innovative clear-thinking toolset,Home & Kitchen,16.0,4222.86,264.84,0.1,0.0,0.0
2025-11,113,Innovative clear-thinking toolset,Home & Kitchen,34.0,8686.27,256.58,0.1333,0.0,0.0
2025-12,113,Innovative clear-thinking toolset,Home & Kitchen,39.0,10316.62,263.16,0.1333,0.0,0.0
2026-01,113,Innovative clear-thinking toolset,Home & Kitchen,36.0,9461.37,262.41,0.2,2.0,0.0556
2026-02,113,Innovative clear-thinking toolset,Home & Kitchen,42.0,11064.97,263.16,0.1333,0.0,0.0
2026-03,113,Innovative clear-thinking toolset,Home & Kitchen,69.0,18201.09,263.16,0.15,0.0,0.0
2026-04,113,Innovative clear-thinking toolset,Home & Kitchen,43.0,11332.26,265.13,0.2,2.0,0.0465
2026-05,113,Innovative clear-thinking toolset,Home & Kitchen,30.0,8018.1,267.27,,0.0,0.0
2026-06,113,Innovative clear-thinking toolset,Home & Kitchen,31.0,8071.57,262.18,0.2,0.0,0.0
2026-07,113,Innovative clear-thinking toolset,Home & Kitchen,1.0,267.27,267.27,,0.0,0.0
2025-01,114,Distributed didactic challenge,Groceries,21.0,802.94,38.05,0.1667,0.0,0.0
2025-02,114,Distributed didactic challenge,Groceries,18.0,708.48,39.36,,0.0,0.0
2025-03,114,Distributed didactic challenge,Groceries,34.0,1310.68,38.74,0.15,1.0,0.0294
2025-04,114,Distributed didactic challenge,Groceries,26.0,1011.55,38.74,0.15,2.0,0.0769
2025-05,114,Distributed didactic challenge,Groceries,20.0,787.2,39.36,,0.0,0.0
2025-06,114,Distributed didactic challenge,Groceries,25.0,976.12,39.1,0.1001,1.0,0.04
2025-07,114,Distributed didactic challenge,Groceries,15.0,578.59,38.18,0.15,0.0,0.0
2025-08,114,Distributed didactic challenge,Groceries,34.0,1283.1,38.05,0.1201,1.0,0.0294
2025-09,114,Distributed didactic challenge,Groceries,20.0,775.38,38.92,0.1001,0.0,0.0
2025-10,114,Distributed didactic challenge,Groceries,36.0,1409.09,39.0,0.1999,2.0,0.0556
2025-11,114,Distributed didactic challenge,Groceries,25.0,968.24,38.62,0.1001,1.0,0.04
2025-12,114,Distributed didactic challenge,Groceries,28.0,1082.39,38.32,0.1251,0.0,0.0
2026-01,114,Distributed didactic challenge,Groceries,45.0,1735.78,38.54,0.1667,1.0,0.0222
2026-02,114,Distributed didactic challenge,Groceries,32.0,1220.17,38.49,0.1999,3.0,0.0938
2026-03,114,Distributed didactic challenge,Groceries,47.0,1849.92,39.36,,2.0,0.0426
2026-04,114,Distributed didactic challenge,Groceries,20.0,783.26,39.08,0.1001,0.0,0.0
2026-05,114,Distributed didactic challenge,Groceries,44.0,1720.02,38.97,0.1001,1.0,0.0227
2026-06,114,Distributed didactic challenge,Groceries,35.0,1330.38,38.53,0.1999,1.0,0.0286
2026-07,114,Distributed didactic challenge,Groceries,2.0,78.72,39.36,,0.0,0.0
2025-01,115,Enhanced system-worthy project,Beauty,12.0,451.68,37.64,,0.0,0.0
2025-02,115,Enhanced system-worthy project,Beauty,22.0,824.32,37.3,0.0999,0.0,0.0
2025-03,115,Enhanced system-worthy project,Beauty,16.0,594.71,37.01,0.2001,0.0,0.0
2025-04,115,Enhanced system-worthy project,Beauty,16.0,587.19,36.39,0.1333,2.0,0.125
2025-05,115,Enhanced system-worthy project,Beauty,22.0,824.32,37.39,0.0999,0.0,0.0
2025-06,115,Enhanced system-worthy project,Beauty,35.0,1291.05,36.65,0.1667,1.0,0.0286
2025-07,115,Enhanced system-worthy project,Beauty,29.0,1072.76,37.2,0.0999,0.0,0.0
2025-08,115,Enhanced system-worthy project,Beauty,39.0,1460.44,37.44,0.0999,1.0,0.0256
2025-09,115,Enhanced system-worthy project,Beauty,37.0,1362.57,37.13,0.15,2.0,0.0541
2025-10,115,Enhanced system-worthy project,Beauty,25.0,918.43,36.7,0.1333,1.0,0.04
2025-11,115,Enhanced system-worthy project,Beauty,42.0,1565.82,37.31,0.2001,0.0,0.0
2025-12,115,Enhanced system-worthy project,Beauty,40.0,1479.25,37.15,0.15,0.0,0.0
2026-01,115,Enhanced system-worthy project,Beauty,35.0,1309.87,37.3,0.2001,0.0,0.0
2026-02,115,Enhanced system-worthy project,Beauty,44.0,1644.88,37.19,0.0999,1.0,0.0227
2026-03,115,Enhanced system-worthy project,Beauty,42.0,1569.6,37.19,0.0999,2.0,0.0476
2026-04,115,Enhanced system-worthy project,Beauty,37.0,1351.29,36.7,0.15,2.0,0.0541
2026-05,115,Enhanced system-worthy project,Beauty,24.0,892.08,37.2,0.0999,0.0,0.0
2026-06,115,Enhanced system-worthy project,Beauty,48.0,1806.72,37.64,,0.0,0.0
2026-07,115,Enhanced system-worthy project,Beauty,1.0,37.64,37.64,,0.0,0.0
2025-01,116,Reverse-engineered motivating structure,Sporting Goods,13.0,608.14,46.78,,0.0,0.0
2025-02,116,Reverse-engineered motivating structure,Sporting Goods,19.0,851.38,45.38,0.1501,0.0,0.0
2025-03,116,Reverse-engineered motivating structure,Sporting Goods,28.0,1300.48,46.2,0.2001,0.0,0.0
2025-04,116,Reverse-engineered motivating structure,Sporting Goods,42.0,1946.04,46.35,0.2001,0.0,0.0
2025-05,116,Reverse-engineered motivating structure,Sporting Goods,25.0,1160.14,46.45,0.1,0.0,0.0
2025-06,116,Reverse-engineered motivating structure,Sporting Goods,18.0,823.32,46.06,0.1,1.0,0.0556
2025-07,116,Reverse-engineered motivating structure,Sporting Goods,22.0,1019.8,46.06,0.2001,0.0,0.0
2025-08,116,Reverse-engineered motivating structure,Sporting Goods,13.0,603.46,46.26,0.1,1.0,0.0769
2025-09,116,Reverse-engineered motivating structure,Sporting Goods,22.0,1029.16,46.78,,1.0,0.0455
2025-10,116,Reverse-engineered motivating structure,Sporting Goods,32.0,1487.6,46.29,0.2001,1.0,0.0312
2025-11,116,Reverse-engineered motivating structure,Sporting Goods,33.0,1501.62,45.61,0.1667,0.0,0.0
2025-12,116,Reverse-engineered motivating structure,Sporting Goods,34.0,1585.84,46.55,0.1,0.0,0.0
2026-01,116,Reverse-engineered motivating structure,Sporting Goods,30.0,1394.04,46.37,0.1,0.0,0.0
2026-02,116,Reverse-engineered motivating structure,Sporting Goods,35.0,1604.54,46.08,0.1501,0.0,0.0
2026-03,116,Reverse-engineered motivating structure,Sporting Goods,28.0,1305.16,46.52,0.1,1.0,0.0357
2026-04,116,Reverse-engineered motivating structure,Sporting Goods,51.0,2362.38,46.24,0.1501,0.0,0.0
2026-05,116,Reverse-engineered motivating structure,Sporting Goods,27.0,1263.06,46.78,,2.0,0.0741
2026-06,116,Reverse-engineered motivating structure,Sporting Goods,43.0,1964.74,46.03,0.2001,0.0,0.0
2026-07,116,Reverse-engineered motivating structure,Sporting Goods,0.0,0.0,,,0.0,0.0
2025-01,117,Universal content-based firmware,Sporting Goods,24.0,4673.28,194.72,,0.0,0.0
2025-02,117,Universal content-based firmware,Sporting Goods,12.0,2336.64,194.72,,0.0,0.0
2025-03,117,Universal content-based firmware,Sporting Goods,23.0,4478.56,194.72,,1.0,0.0435
2025-04,117,Universal content-based firmware,Sporting Goods,33.0,6386.82,193.7,0.1,1.0,0.0303
2025-05,117,Universal content-based firmware,Sporting Goods,24.0,4653.81,193.33,0.1,0.0,0.0
2025-06,117,Universal content-based firmware,Sporting Goods,25.0,4809.59,191.28,0.1,1.0,0.04
2025-07,117,Universal content-based firmware,Sporting Goods,20.0,3894.4,194.72,,0.0,0.0
2025-08,117,Universal content-based firmware,Sporting Goods,22.0,4244.9,193.22,0.1,0.0,0.0
2025-09,117,Universal content-based firmware,Sporting Goods,20.0,3855.46,193.33,0.1,0.0,0.0
2025-10,117,Universal content-based firmware,Sporting Goods,38.0,7360.42,193.1,0.1,0.0,0.0
2025-11,117,Universal content-based firmware,Sporting Goods,16.0,3115.52,194.72,,1.0,0.0625
2025-12,117,Universal content-based firmware,Sporting Goods,38.0,7243.6,191.18,0.1333,0.0,0.0
2026-01,117,Universal content-based firmware,Sporting Goods,30.0,5763.72,191.48,0.15,0.0,0.0
2026-02,117,Universal content-based firmware,Sporting Goods,32.0,6192.1,192.87,0.1,0.0,0.0
