date,store_id,city,orders,customers,units_sold,revenue,average_order_value,cancelled_orders
2025-09-18,1,Sydney,3.0,3.0,10.0,2256.67,752.22,0.0
2025-09-18,2,Sydney,6.0,6.0,13.0,2103.83,350.64,0.0
2025-09-18,3,Melbourne,5.0,5.0,15.0,4063.38,812.68,1.0
2025-09-18,4,Melbourne,10.0,10.0,33.0,6193.74,619.37,0.0
2025-09-18,5,Brisbane,10.0,10.0,32.0,3892.35,389.24,1.0
2025-09-18,6,Perth,8.0,8.0,31.0,4970.63,621.33,0.0
2025-09-18,7,Adelaide,13.0,13.0,38.0,4158.5,319.88,0.0
2025-09-18,8,Canberra,6.0,6.0,18.0,2523.25,420.54,0.0
2025-09-19,1,Sydney,7.0,7.0,32.0,3457.92,493.99,1.0
2025-09-19,2,Sydney,6.0,6.0,16.0,2442.32,407.05,0.0
2025-09-19,3,Melbourne,3.0,3.0,9.0,1402.73,467.58,0.0
2025-09-19,4,Melbourne,10.0,10.0,30.0,6526.06,652.61,0.0
2025-09-19,5,Brisbane,12.0,12.0,39.0,3265.1,272.09,1.0
2025-09-19,6,Perth,15.0,15.0,45.0,7350.52,490.03,0.0
2025-09-19,7,Adelaide,12.0,12.0,43.0,5863.44,488.62,2.0
2025-09-19,8,Canberra,10.0,10.0,28.0,6519.91,651.99,1.0
2025-09-20,1,Sydney,7.0,7.0,21.0,1398.8,199.83,1.0
2025-09-20,2,Sydney,8.0,8.0,18.0,1489.28,186.16,0.0
2025-09-20,3,Melbourne,5.0,5.0,20.0,2891.38,578.28,0.0
2025-09-20,4,Melbourne,4.0,4.0,13.0,1976.22,494.06,0.0
2025-09-20,5,Brisbane,7.0,7.0,26.0,7274.87,1039.27,0.0
2025-09-20,6,Perth,7.0,7.0,19.0,2032.73,290.39,2.0
2025-09-20,7,Adelaide,9.0,9.0,28.0,2604.03,289.34,0.0
2025-09-20,8,Canberra,5.0,5.0,12.0,2318.0,463.6,0.0
2025-09-21,1,Sydney,4.0,4.0,17.0,4387.64,1096.91,0.0
2025-09-21,2,Sydney,8.0,8.0,27.0,5900.36,737.54,0.0
2025-09-21,3,Melbourne,3.0,3.0,13.0,1320.07,440.02,1.0
2025-09-21,4,Melbourne,6.0,6.0,17.0,2783.64,463.94,2.0
2025-09-21,5,Brisbane,12.0,12.0,32.0,5079.15,423.26,0.0
2025-09-21,6,Perth,7.0,7.0,23.0,3041.35,434.48,0.0
2025-09-21,7,Adelaide,13.0,13.0,30.0,6108.81,469.91,0.0
2025-09-21,8,Canberra,11.0,11.0,36.0,4499.66,409.06,1.0
2025-09-22,1,Sydney,9.0,9.0,25.0,4932.58,548.06,0.0
2025-09-22,2,Sydney,2.0,2.0,8.0,691.2,345.6,0.0
2025-09-22,3,Melbourne,5.0,5.0,9.0,337.92,67.58,1.0
2025-09-22,4,Melbourne,6.0,6.0,24.0,3905.12,650.85,0.0
2025-09-22,5,Brisbane,12.0,12.0,46.0,5482.15,456.85,0.0
2025-09-22,6,Perth,10.0,10.0,36.0,8664.86,866.49,0.0
2025-09-22,7,Adelaide,14.0,14.0,35.0,3845.87,274.7,1.0
2025-09-22,8,Canberra,10.0,10.0,46.0,6031.51,603.15,0.0
2025-09-23,1,Sydney,3.0,3.0,6.0,1204.52,401.51,0.0
2025-09-23,2,Sydney,2.0,2.0,8.0,801.21,400.6,0.0
2025-09-23,3,Melbourne,6.0,6.0,22.0,3134.42,522.4,1.0
2025-09-23,4,Melbourne,5.0,5.0,14.0,2837.96,567.59,0.0
2025-09-23,5,Brisbane,15.0,15.0,54.0,8746.42,583.09,0.0
2025-09-23,6,Perth,15.0,15.0,48.0,9355.83,623.72,1.0
2025-09-23,7,Adelaide,11.0,11.0,34.0,5632.77,512.07,1.0
2025-09-23,8,Canberra,4.0,4.0,17.0,1294.72,323.68,1.0
2025-09-24,1,Sydney,7.0,7.0,18.0,2017.79,288.26,0.0
2025-09-24,2,Sydney,8.0,8.0,20.0,1983.86,247.98,0.0
2025-09-24,3,Melbourne,6.0,6.0,20.0,2293.71,382.28,0.0
2025-09-24,4,Melbourne,3.0,3.0,6.0,929.77,309.92,0.0
2025-09-24,5,Brisbane,8.0,8.0,24.0,2584.21,323.03,0.0
2025-09-24,6,Perth,10.0,10.0,38.0,8695.54,869.55,0.0
2025-09-24,7,Adelaide,11.0,11.0,31.0,4314.88,392.26,0.0
2025-09-24,8,Canberra,13.0,13.0,36.0,3218.27,247.56,0.0
2025-09-25,1,Sydney,10.0,10.0,46.0,5010.48,501.05,0.0
2025-09-25,2,Sydney,2.0,2.0,6.0,1367.98,683.99,3.0
2025-09-25,3,Melbourne,5.0,5.0,8.0,862.12,172.42,0.0
2025-09-25,4,Melbourne,6.0,6.0,17.0,6866.73,1144.46,0.0
2025-09-25,5,Brisbane,11.0,11.0,34.0,8270.22,751.84,0.0
2025-09-25,6,Perth,16.0,16.0,48.0,2664.23,166.51,0.0
2025-09-25,7,Adelaide,6.0,6.0,18.0,3712.95,618.82,0.0
2025-09-25,8,Canberra,12.0,12.0,41.0,4593.78,382.82,0.0
2025-09-26,1,Sydney,5.0,5.0,28.0,6102.91,1220.58,1.0
2025-09-26,2,Sydney,4.0,4.0,17.0,4668.61,1167.15,0.0
2025-09-26,3,Melbourne,8.0,8.0,23.0,2512.42,314.05,0.0
2025-09-26,4,Melbourne,9.0,9.0,21.0,3564.82,396.09,0.0
2025-09-26,5,Brisbane,9.0,9.0,36.0,4857.1,539.68,0.0
2025-09-26,6,Perth,8.0,8.0,23.0,2974.81,371.85,0.0
2025-09-26,7,Adelaide,13.0,13.0,34.0,3179.55,244.58,0.0
2025-09-26,8,Canberra,11.0,11.0,42.0,4389.68,399.06,0.0
2025-09-27,1,Sydney,4.0,4.0,9.0,1579.33,394.83,0.0
2025-09-27,2,Sydney,7.0,7.0,20.0,1712.86,244.69,0.0
2025-09-27,3,Melbourne,8.0,8.0,27.0,4169.45,521.18,0.0
2025-09-27,4,Melbourne,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27,5,Brisbane,7.0,7.0,22.0,5141.2,734.46,0.0
2025-09-27,6,Perth,6.0,6.0,20.0,2130.88,355.15,0.0
2025-09-27,7,Adelaide,13.0,13.0,30.0,5346.96,411.3,0.0
2025-09-27,8,Canberra,11.0,11.0,28.0,2967.79,269.8,2.0
2025-09-28,1,Sydney,3.0,3.0,8.0,2255.12,751.71,0.0
2025-09-28,2,Sydney,9.0,9.0,20.0,3038.32,337.59,0.0
2025-09-28,3,Melbourne,7.0,7.0,15.0,1713.28,244.75,0.0
2025-09-28,4,Melbourne,2.0,2.0,4.0,2238.07,1119.04,0.0
2025-09-28,5,Brisbane,9.0,9.0,32.0,6924.49,769.39,0.0
2025-09-28,6,Perth,13.0,13.0,51.0,8596.76,661.29,1.0
2025-09-28,7,Adelaide,10.0,10.0,22.0,4242.17,424.22,1.0
2025-09-28,8,Canberra,10.0,10.0,35.0,7877.34,787.73,0.0
2025-09-29,1,Sydney,6.0,6.0,15.0,649.85,108.31,2.0
2025-09-29,2,Sydney,5.0,5.0,15.0,3125.64,625.13,0.0
2025-09-29,3,Melbourne,2.0,2.0,6.0,643.83,321.92,1.0
2025-09-29,4,Melbourne,6.0,6.0,14.0,811.78,135.3,0.0
2025-09-29,5,Brisbane,11.0,11.0,32.0,4211.63,382.88,0.0
2025-09-29,6,Perth,12.0,12.0,40.0,5001.44,416.79,0.0
2025-09-29,7,Adelaide,9.0,9.0,34.0,5075.43,563.94,1.0
2025-09-29,8,Canberra,18.0,18.0,53.0,5308.51,294.92,2.0
2025-09-30,1,Sydney,4.0,4.0,13.0,2323.09,580.77,0.0
2025-09-30,2,Sydney,3.0,3.0,9.0,1145.21,381.74,1.0
2025-09-30,3,Melbourne,7.0,7.0,17.0,5986.55,855.22,0.0
2025-09-30,4,Melbourne,5.0,5.0,14.0,2536.5,507.3,0.0
2025-09-30,5,Brisbane,13.0,13.0,35.0,7489.36,576.1,1.0
2025-09-30,6,Perth,11.0,11.0,23.0,5347.17,486.11,0.0
2025-09-30,7,Adelaide,11.0,11.0,33.0,4873.07,443.01,1.0
2025-09-30,8,Canberra,16.0,16.0,48.0,5536.19,346.01,0.0
2025-10-01,1,Sydney,7.0,7.0,20.0,1204.65,172.09,0.0
2025-10-01,2,Sydney,5.0,5.0,12.0,2277.13,455.43,0.0
2025-10-01,3,Melbourne,5.0,5.0,10.0,2337.85,467.57,0.0
2025-10-01,4,Melbourne,6.0,6.0,19.0,4719.26,786.54,0.0
2025-10-01,5,Brisbane,17.0,17.0,61.0,8003.28,470.78,0.0
2025-10-01,6,Perth,15.0,15.0,41.0,3950.06,263.34,0.0
2025-10-01,7,Adelaide,13.0,13.0,39.0,8686.01,668.15,0.0
2025-10-01,8,Canberra,8.0,8.0,17.0,3249.34,406.17,1.0
2025-10-02,1,Sydney,7.0,7.0,27.0,3436.8,490.97,0.0
2025-10-02,2,Sydney,8.0,8.0,23.0,3124.11,390.51,1.0
2025-10-02,3,Melbourne,2.0,2.0,10.0,1002.69,501.34,0.0
2025-10-02,4,Melbourne,6.0,6.0,16.0,1126.68,187.78,0.0
2025-10-02,5,Brisbane,9.0,9.0,30.0,2687.67,298.63,0.0
2025-10-02,6,Perth,10.0,10.0,25.0,3523.15,352.32,0.0
2025-10-02,7,Adelaide,6.0,6.0,16.0,1148.5,191.42,1.0
2025-10-02,8,Canberra,8.0,8.0,32.0,10505.59,1313.2,0.0
2025-10-03,1,Sydney,7.0,7.0,32.0,4892.33,698.9,0.0
2025-10-03,2,Sydney,6.0,6.0,24.0,2973.47,495.58,0.0
2025-10-03,3,Melbourne,4.0,4.0,13.0,2403.8,600.95,0.0
2025-10-03,4,Melbourne,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03,5,Brisbane,14.0,14.0,44.0,3567.43,254.82,3.0
2025-10-03,6,Perth,9.0,9.0,28.0,7279.91,808.88,1.0
2025-10-03,7,Adelaide,14.0,14.0,39.0,7170.07,512.15,3.0
2025-10-03,8,Canberra,10.0,10.0,38.0,4937.11,493.71,0.0
2025-10-04,1,Sydney,8.0,8.0,36.0,4838.72,604.84,0.0
2025-10-04,2,Sydney,4.0,4.0,15.0,1408.03,352.01,0.0
2025-10-04,3,Melbourne,7.0,7.0,24.0,4015.75,573.68,0.0
2025-10-04,4,Melbourne,5.0,5.0,17.0,927.76,185.55,1.0
2025-10-04,5,Brisbane,6.0,6.0,27.0,4951.82,825.3,0.0
2025-10-04,6,Perth,12.0,12.0,32.0,4858.8,404.9,2.0
2025-10-04,7,Adelaide,9.0,9.0,32.0,2883.37,320.37,1.0
2025-10-04,8,Canberra,15.0,15.0,53.0,4147.78,276.52,1.0
2025-10-05,1,Sydney,7.0,7.0,21.0,1537.86,219.69,0.0
2025-10-05,2,Sydney,3.0,3.0,10.0,656.63,218.88,0.0
2025-10-05,3,Melbourne,5.0,5.0,18.0,2146.25,429.25,1.0
2025-10-05,4,Melbourne,4.0,4.0,13.0,3332.62,833.16,0.0
2025-10-05,5,Brisbane,7.0,7.0,17.0,1611.63,230.23,0.0
2025-10-05,6,Perth,11.0,11.0,32.0,3726.58,338.78,0.0
2025-10-05,7,Adelaide,12.0,12.0,48.0,10396.32,866.36,0.0
2025-10-05,8,Canberra,9.0,9.0,17.0,4671.24,519.03,1.0
2025-10-06,1,Sydney,6.0,6.0,16.0,1217.03,202.84,1.0
2025-10-06,2,Sydney,10.0,10.0,33.0,2380.22,238.02,0.0
2025-10-06,3,Melbourne,4.0,4.0,15.0,3507.99,877.0,0.0
2025-10-06,4,Melbourne,7.0,7.0,21.0,2772.62,396.09,1.0
2025-10-06,5,Brisbane,10.0,10.0,35.0,5818.24,581.82,0.0
2025-10-06,6,Perth,9.0,9.0,21.0,3661.18,406.8,1.0
2025-10-06,7,Adelaide,11.0,11.0,33.0,4084.31,371.3,0.0
2025-10-06,8,Canberra,10.0,10.0,23.0,3037.27,303.73,1.0
2025-10-07,1,Sydney,4.0,4.0,14.0,1128.48,282.12,0.0
2025-10-07,2,Sydney,12.0,12.0,40.0,8313.22,692.77,0.0
2025-10-07,3,Melbourne,3.0,3.0,14.0,3392.05,1130.68,0.0
2025-10-07,4,Melbourne,2.0,2.0,3.0,183.26,91.63,0.0
2025-10-07,5,Brisbane,7.0,7.0,22.0,2557.95,365.42,1.0
2025-10-07,6,Perth,13.0,13.0,39.0,3192.17,245.55,0.0
2025-10-07,7,Adelaide,11.0,11.0,31.0,2145.09,195.01,1.0
2025-10-07,8,Canberra,10.0,10.0,26.0,4149.3,414.93,1.0
2025-10-08,1,Sydney,5.0,5.0,17.0,1202.08,240.42,1.0
2025-10-08,2,Sydney,7.0,7.0,21.0,2139.02,305.57,1.0
2025-10-08,3,Melbourne,4.0,4.0,13.0,965.97,241.49,0.0
2025-10-08,4,Melbourne,4.0,4.0,9.0,2441.42,610.36,0.0
2025-10-08,5,Brisbane,7.0,7.0,21.0,3393.95,484.85,1.0
2025-10-08,6,Perth,11.0,11.0,33.0,5345.15,485.92,0.0
2025-10-08,7,Adelaide,9.0,9.0,28.0,2928.38,325.38,1.0
2025-10-08,8,Canberra,14.0,14.0,47.0,6074.64,433.9,0.0
2025-10-09,1,Sydney,4.0,4.0,12.0,754.57,188.64,0.0
2025-10-09,2,Sydney,8.0,8.0,25.0,3063.23,382.9,0.0
2025-10-09,3,Melbourne,4.0,4.0,11.0,423.93,105.98,0.0
2025-10-09,4,Melbourne,8.0,8.0,23.0,3872.88,484.11,0.0
2025-10-09,5,Brisbane,17.0,17.0,53.0,13267.93,780.47,0.0
2025-10-09,6,Perth,12.0,12.0,37.0,6873.15,572.76,1.0
2025-10-09,7,Adelaide,10.0,10.0,35.0,7089.56,708.96,2.0
2025-10-09,8,Canberra,9.0,9.0,27.0,6866.46,762.94,2.0
2025-10-10,1,Sydney,9.0,9.0,30.0,7981.88,886.88,0.0
2025-10-10,2,Sydney,5.0,5.0,20.0,2125.62,425.12,0.0
2025-10-10,3,Melbourne,7.0,7.0,22.0,5439.26,777.04,0.0
2025-10-10,4,Melbourne,7.0,7.0,26.0,2054.21,293.46,0.0
2025-10-10,5,Brisbane,12.0,12.0,44.0,11430.68,952.56,0.0
2025-10-10,6,Perth,17.0,17.0,49.0,10341.6,608.33,1.0
2025-10-10,7,Adelaide,15.0,15.0,57.0,10147.18,676.48,1.0
2025-10-10,8,Canberra,13.0,13.0,50.0,13334.95,1025.77,0.0
2025-10-11,1,Sydney,10.0,10.0,28.0,2773.0,277.3,0.0
2025-10-11,2,Sydney,3.0,3.0,9.0,2372.55,790.85,0.0
2025-10-11,3,Melbourne,4.0,4.0,13.0,966.66,241.67,1.0
2025-10-11,4,Melbourne,4.0,4.0,14.0,2721.52,680.38,0.0
2025-10-11,5,Brisbane,8.0,8.0,25.0,4487.82,560.98,1.0
2025-10-11,6,Perth,13.0,13.0,35.0,3971.26,305.48,1.0
2025-10-11,7,Adelaide,10.0,10.0,34.0,5726.97,572.7,0.0
2025-10-11,8,Canberra,9.0,9.0,26.0,3808.41,423.16,0.0
2025-10-12,1,Sydney,5.0,5.0,17.0,1365.25,273.05,0.0
2025-10-12,2,Sydney,2.0,2.0,8.0,683.69,341.84,0.0
2025-10-12,3,Melbourne,4.0,4.0,15.0,1993.04,498.26,0.0
2025-10-12,4,Melbourne,2.0,2.0,7.0,199.37,99.68,1.0
2025-10-12,5,Brisbane,4.0,4.0,14.0,2251.31,562.83,0.0
2025-10-12,6,Perth,13.0,13.0,41.0,4934.83,379.6,1.0
2025-10-12,7,Adelaide,8.0,8.0,30.0,3131.14,391.39,1.0
2025-10-12,8,Canberra,9.0,9.0,17.0,3044.72,338.3,1.0
2025-10-13,1,Sydney,3.0,3.0,6.0,390.12,130.04,0.0
2025-10-13,2,Sydney,7.0,7.0,23.0,2185.35,312.19,0.0
2025-10-13,3,Melbourne,2.0,2.0,5.0,741.37,370.68,1.0
2025-10-13,4,Melbourne,4.0,4.0,12.0,2008.78,502.2,0.0
2025-10-13,5,Brisbane,5.0,5.0,16.0,2865.4,573.08,0.0
2025-10-13,6,Perth,17.0,17.0,33.0,3869.98,227.65,0.0
2025-10-13,7,Adelaide,9.0,9.0,27.0,6998.42,777.6,1.0
2025-10-13,8,Canberra,12.0,12.0,48.0,4903.03,408.59,0.0
2025-10-14,1,Sydney,4.0,4.0,13.0,2124.1,531.02,0.0
2025-10-14,2,Sydney,12.0,12.0,36.0,5548.8,462.4,1.0
2025-10-14,3,Melbourne,6.0,6.0,24.0,2680.56,446.76,0.0
2025-10-14,4,Melbourne,12.0,12.0,43.0,6376.27,531.36,1.0
2025-10-14,5,Brisbane,5.0,5.0,15.0,2155.1,431.02,1.0
2025-10-14,6,Perth,8.0,8.0,23.0,2129.14,266.14,0.0
2025-10-14,7,Adelaide,6.0,6.0,24.0,2314.47,385.75,0.0
2025-10-14,8,Canberra,7.0,7.0,25.0,3465.72,495.1,2.0
2025-10-15,1,Sydney,4.0,4.0,8.0,2030.83,507.71,0.0
2025-10-15,2,Sydney,7.0,7.0,20.0,1044.11,149.16,1.0
2025-10-15,3,Melbourne,6.0,6.0,18.0,2296.46,382.74,0.0
2025-10-15,4,Melbourne,5.0,5.0,11.0,1460.91,292.18,0.0
2025-10-15,5,Brisbane,12.0,12.0,43.0,6858.75,571.56,1.0
2025-10-15,6,Perth,8.0,8.0,19.0,5610.79,701.35,1.0
2025-10-15,7,Adelaide,9.0,9.0,23.0,1211.58,134.62,1.0
2025-10-15,8,Canberra,6.0,6.0,25.0,2057.2,342.87,1.0
2025-10-16,1,Sydney,1.0,1.0,4.0,2312.88,2312.88,0.0
2025-10-16,2,Sydney,5.0,5.0,11.0,1729.75,345.95,0.0
2025-10-16,3,Melbourne,7.0,7.0,21.0,7077.58,1011.08,0.0
2025-10-16,4,Melbourne,5.0,5.0,19.0,2227.38,445.48,1.0
2025-10-16,5,Brisbane,10.0,10.0,42.0,8114.82,811.48,0.0
2025-10-16,6,Perth,14.0,14.0,50.0,5526.13,394.72,0.0
2025-10-16,7,Adelaide,6.0,6.0,21.0,4208.25,701.38,0.0
2025-10-16,8,Canberra,6.0,6.0,10.0,940.13,156.69,0.0
2025-10-17,1,Sydney,1.0,1.0,6.0,277.77,277.77,0.0
2025-10-17,2,Sydney,4.0,4.0,10.0,1129.36,282.34,0.0
2025-10-17,3,Melbourne,5.0,5.0,22.0,2577.8,515.56,0.0
2025-10-17,4,Melbourne,8.0,8.0,27.0,5427.8,678.48,0.0
2025-10-17,5,Brisbane,12.0,12.0,49.0,8110.23,675.85,0.0
2025-10-17,6,Perth,10.0,10.0,36.0,8926.76,892.68,1.0
2025-10-17,7,Adelaide,15.0,15.0,48.0,10678.61,711.91,0.0
2025-10-17,8,Canberra,14.0,14.0,56.0,8989.55,642.11,0.0
2025-10-18,1,Sydney,6.0,6.0,22.0,3076.49,512.75,0.0
2025-10-18,2,Sydney,5.0,5.0,16.0,974.48,194.9,0.0
2025-10-18,3,Melbourne,4.0,4.0,11.0,2921.14,730.29,1.0
2025-10-18,4,Melbourne,3.0,3.0,7.0,508.73,169.58,1.0
2025-10-18,5,Brisbane,14.0,14.0,51.0,6578.95,469.92,0.0
2025-10-18,6,Perth,12.0,12.0,44.0,4794.06,399.5,0.0
2025-10-18,7,Adelaide,10.0,10.0,27.0,4127.26,412.73,0.0
2025-10-18,8,Canberra,15.0,15.0,53.0,9291.56,619.44,0.0
2025-10-19,1,Sydney,4.0,4.0,7.0,1171.84,292.96,0.0
2025-10-19,2,Sydney,7.0,7.0,30.0,5956.78,850.97,0.0
2025-10-19,3,Melbourne,7.0,7.0,18.0,3740.05,534.29,2.0
2025-10-19,4,Melbourne,5.0,5.0,16.0,1792.85,358.57,0.0
2025-10-19,5,Brisbane,11.0,11.0,47.0,5310.89,482.81,2.0
2025-10-19,6,Perth,5.0,5.0,18.0,2007.24,401.45,0.0
2025-10-19,7,Adelaide,12.0,12.0,42.0,9613.75,801.15,0.0
2025-10-19,8,Canberra,8.0,8.0,22.0,2756.7,344.59,1.0
2025-10-20,1,Sydney,5.0,5.0,16.0,1496.34,299.27,0.0
2025-10-20,2,Sydney,3.0,3.0,16.0,1657.71,552.57,1.0
2025-10-20,3,Melbourne,5.0,5.0,19.0,3165.66,633.13,1.0
2025-10-20,4,Melbourne,2.0,2.0,2.0,489.86,244.93,1.0
2025-10-20,5,Brisbane,8.0,8.0,21.0,2906.63,363.33,0.0
2025-10-20,6,Perth,6.0,6.0,28.0,3524.35,587.39,0.0
2025-10-20,7,Adelaide,11.0,11.0,35.0,5082.65,462.06,1.0
2025-10-20,8,Canberra,4.0,4.0,13.0,3999.29,999.82,1.0
2025-10-21,1,Sydney,3.0,3.0,18.0,2431.06,810.35,0.0
2025-10-21,2,Sydney,2.0,2.0,2.0,41.41,20.7,1.0
2025-10-21,3,Melbourne,1.0,1.0,1.0,63.5,63.5,0.0
2025-10-21,4,Melbourne,3.0,3.0,9.0,1074.42,358.14,0.0
2025-10-21,5,Brisbane,7.0,7.0,24.0,4979.25,711.32,1.0
2025-10-21,6,Perth,11.0,11.0,30.0,5853.49,532.14,2.0
2025-10-21,7,Adelaide,11.0,11.0,34.0,3766.76,342.43,0.0
2025-10-21,8,Canberra,12.0,12.0,41.0,3138.22,261.52,0.0
2025-10-22,1,Sydney,8.0,8.0,24.0,5668.19,708.52,0.0
2025-10-22,2,Sydney,4.0,4.0,8.0,706.97,176.74,1.0
2025-10-22,3,Melbourne,5.0,5.0,21.0,3071.75,614.35,2.0
2025-10-22,4,Melbourne,5.0,5.0,17.0,2688.99,537.8,0.0
2025-10-22,5,Brisbane,14.0,14.0,41.0,7395.1,528.22,1.0
2025-10-22,6,Perth,7.0,7.0,16.0,1353.95,193.42,0.0
2025-10-22,7,Adelaide,9.0,9.0,32.0,5807.81,645.31,1.0
2025-10-22,8,Canberra,5.0,5.0,12.0,1679.79,335.96,0.0
2025-10-23,1,Sydney,8.0,8.0,28.0,2358.2,294.77,1.0
2025-10-23,2,Sydney,10.0,10.0,34.0,7230.76,723.08,0.0
2025-10-23,3,Melbourne,4.0,4.0,9.0,2499.96,624.99,0.0
2025-10-23,4,Melbourne,2.0,2.0,7.0,759.43,379.72,1.0
2025-10-23,5,Brisbane,10.0,10.0,30.0,5407.69,540.77,0.0
2025-10-23,6,Perth,6.0,6.0,21.0,2773.71,462.28,2.0
2025-10-23,7,Adelaide,13.0,13.0,41.0,4597.34,353.64,1.0
2025-10-23,8,Canberra,7.0,7.0,21.0,1477.71,211.1,0.0
2025-10-24,1,Sydney,9.0,9.0,29.0,2926.77,325.2,0.0
2025-10-24,2,Sydney,9.0,9.0,30.0,5079.22,564.36,0.0
2025-10-24,3,Melbourne,8.0,8.0,26.0,3454.37,431.8,0.0
2025-10-24,4,Melbourne,4.0,4.0,16.0,2582.67,645.67,1.0
2025-10-24,5,Brisbane,11.0,11.0,32.0,5491.77,499.25,2.0
2025-10-24,6,Perth,12.0,12.0,43.0,5880.47,490.04,0.0
2025-10-24,7,Adelaide,8.0,8.0,25.0,4666.83,583.35,1.0
2025-10-24,8,Canberra,11.0,11.0,35.0,3823.07,347.55,0.0
2025-10-25,1,Sydney,5.0,5.0,16.0,2805.62,561.12,0.0
2025-10-25,2,Sydney,3.0,3.0,25.0,1745.96,581.99,0.0
2025-10-25,3,Melbourne,6.0,6.0,16.0,933.44,155.57,0.0
2025-10-25,4,Melbourne,8.0,8.0,21.0,5415.75,676.97,0.0
2025-10-25,5,Brisbane,11.0,11.0,42.0,5706.97,518.82,2.0
2025-10-25,6,Perth,5.0,5.0,9.0,3329.49,665.9,1.0
2025-10-25,7,Adelaide,13.0,13.0,40.0,6288.35,483.72,0.0
2025-10-25,8,Canberra,11.0,11.0,40.0,5006.22,455.11,0.0
2025-10-26,1,Sydney,6.0,6.0,11.0,870.74,145.12,0.0
2025-10-26,2,Sydney,7.0,7.0,16.0,2655.11,379.3,0.0
2025-10-26,3,Melbourne,4.0,4.0,16.0,1223.33,305.83,0.0
2025-10-26,4,Melbourne,8.0,8.0,25.0,2638.64,329.83,0.0
2025-10-26,5,Brisbane,6.0,6.0,18.0,2566.29,427.72,0.0
2025-10-26,6,Perth,14.0,14.0,50.0,11280.48,805.75,1.0
2025-10-26,7,Adelaide,9.0,9.0,21.0,1811.37,201.26,2.0
2025-10-26,8,Canberra,10.0,10.0,28.0,7657.63,765.76,0.0
2025-10-27,1,Sydney,10.0,10.0,29.0,3764.4,376.44,1.0
2025-10-27,2,Sydney,2.0,2.0,13.0,901.95,450.98,1.0
2025-10-27,3,Melbourne,6.0,6.0,20.0,2541.56,423.59,0.0
2025-10-27,4,Melbourne,6.0,6.0,16.0,4510.88,751.81,1.0
2025-10-27,5,Brisbane,8.0,8.0,25.0,2469.59,308.7,1.0
2025-10-27,6,Perth,16.0,16.0,45.0,11476.89,717.31,1.0
2025-10-27,7,Adelaide,8.0,8.0,42.0,2922.05,365.26,2.0
2025-10-27,8,Canberra,3.0,3.0,4.0,248.68,82.89,0.0
2025-10-28,1,Sydney,3.0,3.0,11.0,2158.14,719.38,0.0
2025-10-28,2,Sydney,2.0,2.0,6.0,760.86,380.43,0.0
2025-10-28,3,Melbourne,4.0,4.0,8.0,1309.24,327.31,0.0
2025-10-28,4,Melbourne,3.0,3.0,6.0,1464.16,488.05,0.0
2025-10-28,5,Brisbane,13.0,13.0,33.0,3979.55,306.12,0.0
2025-10-28,6,Perth,9.0,9.0,27.0,5416.3,601.81,0.0
2025-10-28,7,Adelaide,6.0,6.0,23.0,4782.94,797.16,0.0
2025-10-28,8,Canberra,17.0,17.0,47.0,5747.01,338.06,2.0
2025-10-29,1,Sydney,9.0,9.0,28.0,1845.55,205.06,0.0
2025-10-29,2,Sydney,9.0,9.0,28.0,2103.95,233.77,1.0
2025-10-29,3,Melbourne,9.0,9.0,22.0,6172.67,685.85,1.0
2025-10-29,4,Melbourne,7.0,7.0,14.0,2079.6,297.09,0.0
2025-10-29,5,Brisbane,11.0,11.0,24.0,2403.22,218.47,1.0
2025-10-29,6,Perth,9.0,9.0,28.0,3620.19,402.24,1.0
2025-10-29,7,Adelaide,10.0,10.0,41.0,5523.19,552.32,1.0
2025-10-29,8,Canberra,13.0,13.0,39.0,9853.49,757.96,1.0
2025-10-30,1,Sydney,5.0,5.0,21.0,4199.55,839.91,0.0
2025-10-30,2,Sydney,5.0,5.0,20.0,3774.69,754.94,1.0
2025-10-30,3,Melbourne,5.0,5.0,15.0,1160.74,232.15,0.0
2025-10-30,4,Melbourne,6.0,6.0,22.0,2617.41,436.23,1.0
2025-10-30,5,Brisbane,15.0,15.0,48.0,5829.94,388.66,1.0
2025-10-30,6,Perth,13.0,13.0,36.0,9276.42,713.57,0.0
2025-10-30,7,Adelaide,10.0,10.0,47.0,9085.58,908.56,1.0
2025-10-30,8,Canberra,7.0,7.0,27.0,2104.8,300.69,0.0
2025-10-31,1,Sydney,8.0,8.0,19.0,2706.58,338.32,0.0
2025-10-31,2,Sydney,5.0,5.0,19.0,4152.78,830.56,0.0
2025-10-31,3,Melbourne,6.0,6.0,11.0,1390.28,231.71,1.0
2025-10-31,4,Melbourne,1.0,1.0,6.0,972.98,972.98,1.0
2025-10-31,5,Brisbane,12.0,12.0,30.0,4461.4,371.78,0.0
2025-10-31,6,Perth,8.0,8.0,16.0,4505.36,563.17,0.0
2025-10-31,7,Adelaide,12.0,12.0,37.0,4745.39,395.45,1.0
2025-10-31,8,Canberra,15.0,15.0,39.0,2540.15,169.34,2.0
2025-11-01,1,Sydney,7.0,7.0,18.0,1982.1,283.16,0.0
2025-11-01,2,Sydney,3.0,3.0,5.0,862.4,287.47,0.0
2025-11-01,3,Melbourne,2.0,2.0,12.0,1678.1,839.05,1.0
