customer_id,total_orders,total_spent,average_order_value,total_items,first_order_date,last_order_date,customer_lifetime_days,days_since_last_purchase,purchase_frequency,average_days_between_orders,recency,frequency,monetary,is_active
2482,9.0,4317.54,479.73,29.0,2025-06-10,2026-04-05,481,87.0,0.5613,37.38,87.0,9.0,4317.54,True
2483,8.0,4048.08,506.01,29.0,2025-02-16,2026-02-02,987,149.0,0.2432,50.14,149.0,8.0,4048.08,False
2484,13.0,8267.28,635.94,39.0,2025-01-16,2026-06-19,1050,12.0,0.3714,43.25,12.0,13.0,8267.28,True
2485,11.0,3742.78,340.25,33.0,2025-02-09,2026-06-26,542,5.0,0.6089,50.2,5.0,11.0,3742.78,True
2486,8.0,1350.21,168.78,18.0,2025-05-10,2026-03-16,568,107.0,0.4225,44.29,107.0,8.0,1350.21,False
2487,6.0,3618.7,603.12,16.0,2025-04-19,2026-03-09,594,114.0,0.303,64.8,114.0,6.0,3618.7,False
2488,11.0,6660.19,605.47,48.0,2025-02-18,2026-06-23,518,8.0,0.6371,49.0,8.0,11.0,6660.19,True
2489,4.0,2943.94,735.98,13.0,2026-01-28,2026-04-27,156,65.0,0.7692,29.67,65.0,4.0,2943.94,True
2490,11.0,5056.43,459.68,30.0,2025-01-14,2026-04-07,693,85.0,0.4762,44.8,85.0,11.0,5056.43,True
2491,6.0,2127.05,354.51,19.0,2025-04-16,2026-05-19,1138,43.0,0.1582,79.6,43.0,6.0,2127.05,True
2492,7.0,1972.15,281.74,25.0,2025-09-05,2026-06-27,321,4.0,0.6542,49.17,4.0,7.0,1972.15,True
2493,1.0,85.65,85.65,3.0,2026-04-22,2026-04-22,166,70.0,0.1807,,70.0,1.0,85.65,True
2494,5.0,1695.78,339.16,19.0,2025-07-19,2026-05-14,348,48.0,0.431,74.75,48.0,5.0,1695.78,True
2495,9.0,6331.82,703.54,41.0,2025-01-27,2026-06-16,961,15.0,0.281,63.12,15.0,9.0,6331.82,True
2496,2.0,1494.88,747.44,8.0,2026-03-17,2026-04-06,211,86.0,0.2844,20.0,86.0,2.0,1494.88,True
2497,9.0,5586.92,620.77,26.0,2025-05-22,2026-05-29,958,33.0,0.2818,46.5,33.0,9.0,5586.92,True
2498,0.0,0.0,0.0,0.0,,,89,,0.0,,,0.0,0.0,False
2499,0.0,0.0,0.0,0.0,,,51,,0.0,,,0.0,0.0,False
2500,15.0,7195.93,479.73,52.0,2025-02-03,2026-06-21,680,10.0,0.6618,35.93,10.0,15.0,7195.93,True
2501,0.0,0.0,0.0,0.0,,,176,,0.0,,,0.0,0.0,False
2502,13.0,9422.61,724.82,50.0,2025-02-04,2026-06-16,601,15.0,0.6489,41.42,15.0,13.0,9422.61,True
2503,7.0,4275.44,610.78,29.0,2025-05-12,2026-01-27,690,155.0,0.3043,43.33,155.0,7.0,4275.44,False
2504,1.0,637.58,637.58,8.0,2026-06-30,2026-06-30,64,1.0,0.4688,,1.0,1.0,637.58,True
2505,6.0,2589.95,431.66,19.0,2025-08-08,2026-03-24,340,99.0,0.5294,45.6,99.0,6.0,2589.95,False
2506,10.0,3375.31,337.53,31.0,2025-03-04,2026-07-01,543,0.0,0.5525,53.78,0.0,10.0,3375.31,True
2507,8.0,7027.32,878.42,34.0,2025-03-09,2026-05-25,850,37.0,0.2824,63.14,37.0,8.0,7027.32,True
2508,11.0,8127.32,738.85,37.0,2025-01-01,2026-06-05,1008,26.0,0.3274,52.0,26.0,11.0,8127.32,True
2509,10.0,3386.13,338.61,30.0,2025-01-04,2026-06-25,1174,6.0,0.2555,59.67,6.0,10.0,3386.13,True
2510,13.0,4586.56,352.81,41.0,2025-04-18,2026-06-17,556,14.0,0.7014,35.42,14.0,13.0,4586.56,True
2511,3.0,1671.92,557.31,8.0,2026-02-14,2026-04-02,145,90.0,0.6207,23.5,90.0,3.0,1671.92,True
2512,2.0,31.02,15.51,3.0,2026-02-07,2026-04-02,210,90.0,0.2857,54.0,90.0,2.0,31.02,True
2513,3.0,1357.58,452.53,13.0,2025-06-21,2025-12-29,1213,184.0,0.0742,95.5,184.0,3.0,1357.58,False
2514,10.0,5926.19,592.62,31.0,2025-02-07,2026-04-21,577,71.0,0.5199,48.67,71.0,10.0,5926.19,True
2515,5.0,4606.32,921.26,19.0,2025-01-04,2026-06-12,893,19.0,0.168,131.0,19.0,5.0,4606.32,True
2516,7.0,1801.03,257.29,15.0,2025-04-21,2026-06-16,1230,15.0,0.1707,70.17,15.0,7.0,1801.03,True
2517,12.0,3663.36,305.28,27.0,2025-04-26,2026-06-27,1206,4.0,0.2985,38.82,4.0,12.0,3663.36,True
2518,10.0,2117.25,211.72,29.0,2025-05-02,2026-06-30,890,1.0,0.3371,47.11,1.0,10.0,2117.25,True
2519,6.0,5860.73,976.79,25.0,2025-09-21,2026-06-19,360,12.0,0.5,54.2,12.0,6.0,5860.73,True
2520,9.0,3077.42,341.94,25.0,2025-02-28,2026-06-24,1165,7.0,0.2318,60.12,7.0,9.0,3077.42,True
2521,6.0,2774.8,462.47,22.0,2026-01-16,2026-06-24,222,7.0,0.8108,31.8,7.0,6.0,2774.8,True
2522,8.0,2909.83,363.73,24.0,2025-05-05,2026-06-29,660,2.0,0.3636,60.0,2.0,8.0,2909.83,True
2523,8.0,3737.13,467.14,18.0,2025-08-10,2026-06-10,1097,21.0,0.2188,43.43,21.0,8.0,3737.13,True
2524,14.0,4193.59,299.54,46.0,2025-05-19,2026-06-10,431,21.0,0.9745,29.77,21.0,14.0,4193.59,True
2525,8.0,1642.62,205.33,22.0,2025-03-03,2026-04-12,510,80.0,0.4706,57.86,80.0,8.0,1642.62,True
2526,6.0,1563.45,260.58,11.0,2025-04-03,2026-04-26,700,66.0,0.2571,77.6,66.0,6.0,1563.45,True
2527,2.0,1146.6,573.3,7.0,2026-05-17,2026-06-24,107,7.0,0.5607,38.0,7.0,2.0,1146.6,True
2528,1.0,257.72,257.72,1.0,2026-03-27,2026-03-27,100,96.0,0.3,,96.0,1.0,257.72,False
2529,3.0,3503.74,1167.91,9.0,2026-05-18,2026-06-25,63,6.0,1.4286,19.0,6.0,3.0,3503.74,True
2530,14.0,3287.09,234.79,50.0,2025-03-27,2026-06-24,1005,7.0,0.4179,34.92,7.0,14.0,3287.09,True
2531,3.0,2538.61,846.2,12.0,2026-01-09,2026-03-24,233,99.0,0.3863,37.0,99.0,3.0,2538.61,False
2532,4.0,1618.12,404.53,10.0,2026-02-10,2026-06-19,341,12.0,0.3519,43.0,12.0,4.0,1618.12,True
2533,4.0,446.89,111.72,8.0,2025-08-01,2026-03-12,808,111.0,0.1485,74.33,111.0,4.0,446.89,False
2534,6.0,1489.23,248.2,17.0,2025-01-09,2026-05-18,883,44.0,0.2039,98.8,44.0,6.0,1489.23,True
2535,10.0,7043.97,704.4,24.0,2025-05-10,2026-06-04,492,27.0,0.6098,43.33,27.0,10.0,7043.97,True
2536,8.0,2439.67,304.96,28.0,2025-01-28,2026-03-22,988,101.0,0.2429,59.71,101.0,8.0,2439.67,False
2537,3.0,1043.12,347.71,11.0,2026-01-22,2026-05-15,247,47.0,0.3644,56.5,47.0,3.0,1043.12,True
2538,1.0,855.84,855.84,2.0,2025-10-14,2025-10-14,301,260.0,0.0997,,260.0,1.0,855.84,False
2539,3.0,756.16,252.05,6.0,2026-02-14,2026-04-04,149,88.0,0.604,24.5,88.0,3.0,756.16,True
2540,3.0,3053.42,1017.81,13.0,2026-01-12,2026-03-09,293,114.0,0.3072,28.0,114.0,3.0,3053.42,False
2541,14.0,6537.82,466.99,38.0,2025-01-25,2026-03-18,994,105.0,0.4225,32.08,105.0,14.0,6537.82,False
2542,1.0,5.1,5.1,1.0,2026-07-01,2026-07-01,66,0.0,0.4545,,0.0,1.0,5.1,True
2543,3.0,345.9,115.3,5.0,2025-02-17,2025-09-22,1000,282.0,0.09,108.5,282.0,3.0,345.9,False
2544,10.0,8444.76,844.48,34.0,2025-04-21,2026-06-06,496,25.0,0.6048,45.67,25.0,10.0,8444.76,True
2545,6.0,1929.17,321.53,11.0,2025-09-07,2026-05-21,477,41.0,0.3774,51.2,41.0,6.0,1929.17,True
2546,11.0,3596.82,326.98,19.0,2025-01-30,2026-06-16,525,15.0,0.6286,50.2,15.0,11.0,3596.82,True
2547,7.0,5473.03,781.86,35.0,2025-06-20,2026-06-14,396,17.0,0.5303,59.83,17.0,7.0,5473.03,True
2548,7.0,4643.09,663.3,28.0,2025-01-01,2026-02-14,662,137.0,0.3172,68.17,137.0,7.0,4643.09,False
2549,1.0,48.63,48.63,3.0,2026-04-02,2026-04-02,143,90.0,0.2098,,90.0,1.0,48.63,True
2550,10.0,4351.3,435.13,37.0,2025-05-22,2026-03-17,423,106.0,0.7092,33.22,106.0,10.0,4351.3,False
2551,13.0,3405.88,261.99,37.0,2025-01-13,2026-02-01,917,150.0,0.4253,32.0,150.0,13.0,3405.88,False
2552,2.0,459.54,229.77,4.0,2025-10-29,2025-12-06,400,207.0,0.15,38.0,207.0,2.0,459.54,False
2553,9.0,3422.85,380.32,29.0,2025-02-02,2026-04-18,636,74.0,0.4245,55.0,74.0,9.0,3422.85,True
2554,12.0,4320.88,360.07,30.0,2025-01-11,2026-05-21,600,41.0,0.6,45.0,41.0,12.0,4320.88,True
2555,3.0,613.18,204.39,6.0,2026-04-27,2026-05-20,83,42.0,1.0843,11.5,42.0,3.0,613.18,True
2556,9.0,2784.82,309.42,33.0,2025-03-09,2026-06-02,562,29.0,0.4804,56.25,29.0,9.0,2784.82,True
2557,4.0,3299.47,824.87,14.0,2026-01-09,2026-05-26,247,36.0,0.4858,45.67,36.0,4.0,3299.47,True
2558,9.0,6277.03,697.45,33.0,2025-01-26,2026-06-09,627,22.0,0.4306,62.38,22.0,9.0,6277.03,True
2559,6.0,1820.02,303.34,12.0,2025-02-10,2026-04-16,716,76.0,0.2514,86.0,76.0,6.0,1820.02,True
2560,6.0,3661.83,610.3,23.0,2025-10-26,2026-04-26,299,66.0,0.602,36.4,66.0,6.0,3661.83,True
2561,1.0,49.52,49.52,1.0,2026-06-01,2026-06-01,92,30.0,0.3261,,30.0,1.0,49.52,True
2562,2.0,400.15,200.08,7.0,2026-05-16,2026-06-25,94,6.0,0.6383,40.0,6.0,2.0,400.15,True
2563,12.0,5642.91,470.24,26.0,2025-03-14,2026-06-22,565,9.0,0.6372,42.27,9.0,12.0,5642.91,True
2564,6.0,8180.67,1363.44,18.0,2025-09-14,2026-06-06,357,25.0,0.5042,53.0,25.0,6.0,8180.67,True
2565,0.0,0.0,0.0,0.0,,,48,,0.0,,,0.0,0.0,False
2566,10.0,4916.5,491.65,44.0,2025-01-28,2026-05-14,524,48.0,0.5725,52.33,48.0,10.0,4916.5,True
2567,6.0,2884.32,480.72,23.0,2025-10-04,2026-06-11,276,20.0,0.6522,50.0,20.0,6.0,2884.32,True
2568,0.0,0.0,0.0,0.0,,,68,,0.0,,,0.0,0.0,False
2569,2.0,384.5,192.25,6.0,2026-01-24,2026-03-24,231,99.0,0.2597,59.0,99.0,2.0,384.5,False
2570,3.0,1718.77,572.92,7.0,2025-11-08,2026-04-10,809,82.0,0.1112,76.5,82.0,3.0,1718.77,True
2571,5.0,6363.03,1272.61,17.0,2025-02-18,2026-03-01,506,122.0,0.2964,94.0,122.0,5.0,6363.03,False
2572,0.0,0.0,0.0,0.0,,,82,,0.0,,,0.0,0.0,False
2573,9.0,3707.55,411.95,26.0,2025-03-04,2026-05-11,492,51.0,0.5488,54.12,51.0,9.0,3707.55,True
2574,8.0,3722.28,465.28,26.0,2025-02-19,2026-06-10,716,21.0,0.3352,68.0,21.0,8.0,3722.28,True
2575,5.0,5668.03,1133.61,19.0,2025-11-13,2026-04-29,337,63.0,0.4451,41.75,63.0,5.0,5668.03,True
2576,10.0,5312.03,531.2,34.0,2025-01-25,2026-04-22,1019,70.0,0.2944,50.22,70.0,10.0,5312.03,True
2577,3.0,1364.57,454.86,14.0,2026-04-15,2026-06-21,125,10.0,0.72,33.5,10.0,3.0,1364.57,True
2578,11.0,7404.09,673.1,27.0,2025-01-04,2026-06-20,597,11.0,0.5528,53.2,11.0,11.0,7404.09,True
2579,13.0,5946.52,457.42,39.0,2025-02-01,2026-05-22,932,40.0,0.4185,39.58,40.0,13.0,5946.52,True
2580,5.0,692.33,138.47,11.0,2025-11-22,2026-04-10,287,82.0,0.5226,34.75,82.0,5.0,692.33,True
2581,2.0,567.46,283.73,13.0,2026-04-05,2026-06-15,114,16.0,0.5263,71.0,16.0,2.0,567.46,True
2582,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
2583,4.0,3021.04,755.26,9.0,2025-10-09,2026-03-18,278,105.0,0.4317,53.33,105.0,4.0,3021.04,False
2584,11.0,3537.46,321.59,41.0,2025-05-10,2026-07-01,904,0.0,0.365,41.7,0.0,11.0,3537.46,True
2585,9.0,1928.33,214.26,28.0,2025-02-25,2026-04-06,771,86.0,0.3502,50.62,86.0,9.0,1928.33,True
2586,9.0,7807.76,867.53,35.0,2025-01-09,2026-06-21,764,10.0,0.3534,66.0,10.0,9.0,7807.76,True
2587,10.0,5278.03,527.8,36.0,2025-02-24,2026-06-30,562,1.0,0.5338,54.56,1.0,10.0,5278.03,True
2588,2.0,117.94,58.97,4.0,2026-03-23,2026-03-25,101,98.0,0.5941,2.0,98.0,2.0,117.94,False
2589,5.0,629.59,125.92,6.0,2025-10-07,2026-04-28,352,64.0,0.4261,50.75,64.0,5.0,629.59,True
2590,9.0,9128.16,1014.24,30.0,2025-01-17,2026-05-23,951,39.0,0.2839,61.38,39.0,9.0,9128.16,True
2591,2.0,450.75,225.38,3.0,2026-04-05,2026-06-17,106,14.0,0.566,73.0,14.0,2.0,450.75,True
2592,10.0,6084.35,608.44,41.0,2025-01-03,2025-10-31,1026,243.0,0.2924,33.44,243.0,10.0,6084.35,False
2593,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
2594,11.0,2515.2,228.65,33.0,2025-01-29,2026-07-01,1028,0.0,0.321,51.8,0.0,11.0,2515.2,True
2595,2.0,1169.32,584.66,4.0,2025-11-04,2025-11-27,366,216.0,0.1639,23.0,216.0,2.0,1169.32,False
2596,15.0,5538.37,369.22,40.0,2025-01-26,2026-06-02,1025,29.0,0.439,35.14,29.0,15.0,5538.37,True
2597,13.0,2308.07,177.54,22.0,2025-05-16,2026-05-05,424,57.0,0.9198,29.5,57.0,13.0,2308.07,True
2598,3.0,2487.76,829.25,8.0,2026-02-15,2026-06-13,189,18.0,0.4762,59.0,18.0,3.0,2487.76,True
2599,9.0,3175.99,352.89,19.0,2025-01-17,2025-12-10,1004,203.0,0.2689,40.88,203.0,9.0,3175.99,False
2600,1.0,358.99,358.99,6.0,2026-01-25,2026-01-25,164,157.0,0.1829,,157.0,1.0,358.99,False
2601,7.0,3505.77,500.82,20.0,2025-01-30,2026-03-29,995,94.0,0.2111,70.5,94.0,7.0,3505.77,False
2602,14.0,4673.05,333.79,55.0,2025-01-27,2026-05-25,1271,37.0,0.3304,37.15,37.0,14.0,4673.05,True
2603,6.0,2644.12,440.69,20.0,2025-06-01,2026-03-23,483,100.0,0.3727,59.0,100.0,6.0,2644.12,False
2604,4.0,2797.54,699.38,17.0,2025-10-13,2026-04-28,267,64.0,0.4494,65.67,64.0,4.0,2797.54,True
2605,0.0,0.0,0.0,0.0,,,58,,0.0,,,0.0,0.0,False
2606,1.0,61.46,61.46,1.0,2026-04-30,2026-04-30,359,62.0,0.0836,,62.0,1.0,61.46,True
2607,10.0,2838.09,283.81,23.0,2025-03-16,2026-06-25,899,6.0,0.3337,51.78,6.0,10.0,2838.09,True
2608,6.0,1608.23,268.04,25.0,2025-12-16,2026-05-19,242,43.0,0.7438,30.8,43.0,6.0,1608.23,True
2609,6.0,1125.18,187.53,10.0,2025-03-25,2026-06-11,593,20.0,0.3035,88.6,20.0,6.0,1125.18,True
2610,3.0,3743.91,1247.97,14.0,2025-07-23,2026-04-07,458,85.0,0.1965,129.0,85.0,3.0,3743.91,True
2611,9.0,2688.3,298.7,18.0,2025-02-01,2026-06-07,1002,24.0,0.2695,61.38,24.0,9.0,2688.3,True
2612,10.0,1773.12,177.31,21.0,2025-02-03,2026-04-26,930,66.0,0.3226,49.67,66.0,10.0,1773.12,True
2613,1.0,186.42,186.42,3.0,2026-04-24,2026-04-24,103,68.0,0.2913,,68.0,1.0,186.42,True
2614,5.0,3127.66,625.53,19.0,2025-06-29,2026-02-20,709,131.0,0.2116,59.0,131.0,5.0,3127.66,False
2615,12.0,9184.47,765.37,49.0,2025-04-05,2026-06-30,466,1.0,0.7725,41.0,1.0,12.0,9184.47,True
2616,2.0,497.9,248.95,7.0,2026-02-04,2026-06-05,192,26.0,0.3125,121.0,26.0,2.0,497.9,True
2617,12.0,4168.7,347.39,48.0,2025-02-06,2026-06-02,1099,29.0,0.3276,43.73,29.0,12.0,4168.7,True
2618,9.0,1756.11,195.12,23.0,2025-01-14,2026-06-04,1065,27.0,0.2535,63.25,27.0,9.0,1756.11,True
2619,11.0,2283.4,207.58,44.0,2025-01-05,2026-05-03,665,59.0,0.4962,48.3,59.0,11.0,2283.4,True
2620,7.0,3652.22,521.75,23.0,2025-01-09,2025-12-20,1020,193.0,0.2059,57.5,193.0,7.0,3652.22,False
2621,6.0,5428.31,904.72,30.0,2025-01-13,2026-06-27,620,4.0,0.2903,106.0,4.0,6.0,5428.31,True
2622,13.0,5054.13,388.78,43.0,2025-01-01,2026-06-14,1083,17.0,0.3601,44.08,17.0,13.0,5054.13,True
2623,1.0,566.86,566.86,5.0,2026-06-28,2026-06-28,76,3.0,0.3947,,3.0,1.0,566.86,True
2624,7.0,2373.86,339.12,20.0,2025-03-03,2026-05-28,651,34.0,0.3226,75.17,34.0,7.0,2373.86,True
2625,7.0,2338.97,334.14,22.0,2025-03-26,2026-03-13,520,110.0,0.4038,58.67,110.0,7.0,2338.97,False
2626,1.0,343.37,343.37,6.0,2026-05-01,2026-05-01,142,61.0,0.2113,,61.0,1.0,343.37,True
2627,9.0,6315.2,701.69,29.0,2025-07-13,2026-07-01,434,0.0,0.6221,44.12,0.0,9.0,6315.2,True
2628,2.0,380.04,190.02,6.0,2026-04-16,2026-05-26,77,36.0,0.7792,40.0,36.0,2.0,380.04,True
2629,1.0,780.75,780.75,3.0,2026-03-11,2026-03-11,128,112.0,0.2344,,112.0,1.0,780.75,False
2630,7.0,3656.17,522.31,27.0,2025-01-27,2026-05-22,858,40.0,0.2448,80.0,40.0,7.0,3656.17,True
2631,8.0,3914.46,489.31,29.0,2025-06-06,2026-06-13,997,18.0,0.2407,53.14,18.0,8.0,3914.46,True
2632,6.0,3857.98,643.0,15.0,2025-02-23,2026-04-11,556,81.0,0.3237,82.4,81.0,6.0,3857.98,True
2633,8.0,8688.86,1086.11,40.0,2025-08-27,2026-02-10,323,141.0,0.743,23.86,141.0,8.0,8688.86,False
2634,12.0,6262.52,521.88,48.0,2025-03-02,2026-06-07,768,24.0,0.4688,42.0,24.0,12.0,6262.52,True
2635,3.0,988.96,329.65,7.0,2025-01-24,2025-10-08,763,266.0,0.118,128.5,266.0,3.0,988.96,False
2636,10.0,2178.13,217.81,26.0,2025-02-23,2026-06-27,807,4.0,0.3717,54.33,4.0,10.0,2178.13,True
2637,6.0,3440.81,573.47,30.0,2025-12-12,2026-06-06,304,25.0,0.5921,35.2,25.0,6.0,3440.81,True
2638,7.0,1258.02,179.72,14.0,2025-02-26,2026-06-24,523,7.0,0.4015,80.5,7.0,7.0,1258.02,True
2639,6.0,331.7,55.28,7.0,2025-11-04,2026-05-12,248,50.0,0.7258,37.8,50.0,6.0,331.7,True
2640,4.0,1204.27,301.07,17.0,2025-12-14,2026-04-11,288,81.0,0.4167,39.33,81.0,4.0,1204.27,True
2641,5.0,2254.78,450.96,11.0,2025-03-12,2026-06-19,877,12.0,0.171,116.0,12.0,5.0,2254.78,True
2642,5.0,1832.43,366.49,18.0,2025-09-26,2026-05-21,281,41.0,0.5338,59.25,41.0,5.0,1832.43,True
2643,10.0,6598.98,659.9,29.0,2025-02-28,2026-02-26,820,125.0,0.3659,40.33,125.0,10.0,6598.98,False
2644,2.0,967.98,483.99,4.0,2026-06-22,2026-06-24,135,7.0,0.4444,2.0,7.0,2.0,967.98,True
2645,6.0,3951.87,658.64,19.0,2025-06-23,2026-05-06,826,56.0,0.2179,63.4,56.0,6.0,3951.87,True
2646,1.0,2196.29,2196.29,6.0,2026-06-20,2026-06-20,39,11.0,0.7692,,11.0,1.0,2196.29,True
2647,1.0,845.7,845.7,3.0,2026-03-11,2026-03-11,128,112.0,0.2344,,112.0,1.0,845.7,False
2648,3.0,750.38,250.13,8.0,2025-06-13,2025-12-28,383,185.0,0.235,99.0,185.0,3.0,750.38,False
2649,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
2650,8.0,6386.97,798.37,20.0,2025-02-07,2026-02-12,1048,139.0,0.229,52.86,139.0,8.0,6386.97,False
2651,6.0,3426.52,571.09,24.0,2025-03-01,2026-03-14,1190,109.0,0.1513,75.6,109.0,6.0,3426.52,False
2652,11.0,5160.59,469.14,37.0,2025-01-26,2025-12-18,614,195.0,0.5375,32.6,195.0,11.0,5160.59,False
2653,7.0,3082.8,440.4,26.0,2025-02-25,2026-05-11,869,51.0,0.2417,73.33,51.0,7.0,3082.8,True
2654,6.0,3788.35,631.39,24.0,2026-01-01,2026-03-19,232,104.0,0.7759,15.4,104.0,6.0,3788.35,False
2655,8.0,2121.49,265.19,22.0,2025-01-22,2026-05-12,547,50.0,0.4388,67.86,50.0,8.0,2121.49,True
2656,5.0,6697.8,1339.56,30.0,2025-12-09,2026-06-17,247,14.0,0.6073,47.5,14.0,5.0,6697.8,True
2657,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
2658,13.0,5309.51,408.42,42.0,2025-01-07,2026-06-05,825,26.0,0.4727,42.83,26.0,13.0,5309.51,True
2659,5.0,1981.81,396.36,11.0,2025-08-20,2026-06-30,320,1.0,0.4688,78.5,1.0,5.0,1981.81,True
2660,1.0,33.82,33.82,2.0,2026-06-20,2026-06-20,30,11.0,1.0,,11.0,1.0,33.82,True
2661,12.0,8000.03,666.67,40.0,2025-01-17,2026-05-30,832,32.0,0.4327,45.27,32.0,12.0,8000.03,True
2662,6.0,2737.07,456.18,13.0,2026-02-19,2026-07-01,132,0.0,1.3636,26.4,0.0,6.0,2737.07,True
2663,9.0,5381.65,597.96,26.0,2025-02-12,2026-06-11,994,20.0,0.2716,60.5,20.0,9.0,5381.65,True
2664,11.0,7804.39,709.49,38.0,2025-02-04,2026-05-21,1251,41.0,0.2638,47.1,41.0,11.0,7804.39,True
2665,10.0,6125.88,612.59,34.0,2025-02-09,2026-03-19,600,104.0,0.5,44.78,104.0,10.0,6125.88,False
2666,9.0,8123.63,902.63,35.0,2025-04-03,2026-06-29,654,2.0,0.4128,56.5,2.0,9.0,8123.63,True
2667,4.0,1590.38,397.6,15.0,2025-06-09,2026-04-10,406,82.0,0.2956,101.67,82.0,4.0,1590.38,True
2668,10.0,5517.16,551.72,26.0,2025-03-30,2026-04-10,733,82.0,0.4093,41.78,82.0,10.0,5517.16,True
2669,5.0,543.81,108.76,11.0,2025-08-13,2026-05-09,410,53.0,0.3659,67.25,53.0,5.0,543.81,True
2670,5.0,4476.0,895.2,19.0,2025-11-28,2026-06-28,216,3.0,0.6944,53.0,3.0,5.0,4476.0,True
2671,8.0,5731.22,716.4,32.0,2025-04-11,2026-04-06,1191,86.0,0.2015,51.43,86.0,8.0,5731.22,True
2672,12.0,8564.71,713.73,33.0,2025-01-08,2026-05-07,1159,55.0,0.3106,44.0,55.0,12.0,8564.71,True
2673,5.0,1038.35,207.67,18.0,2025-06-07,2026-01-20,430,162.0,0.3488,56.75,162.0,5.0,1038.35,False
2674,2.0,211.22,105.61,3.0,2026-03-05,2026-03-23,195,100.0,0.3077,18.0,100.0,2.0,211.22,False
2675,6.0,3508.25,584.71,26.0,2025-05-26,2026-03-24,1011,99.0,0.178,60.4,99.0,6.0,3508.25,False
2676,5.0,1174.95,234.99,10.0,2025-11-09,2026-05-18,237,44.0,0.6329,47.5,44.0,5.0,1174.95,True
2677,5.0,1277.26,255.45,13.0,2025-03-09,2025-11-19,1034,224.0,0.1451,63.75,224.0,5.0,1277.26,False
2678,3.0,576.95,192.32,5.0,2025-12-23,2026-06-02,289,29.0,0.3114,80.5,29.0,3.0,576.95,True
2679,9.0,2005.34,222.82,22.0,2025-09-18,2026-06-17,342,14.0,0.7895,34.0,14.0,9.0,2005.34,True
2680,9.0,6645.07,738.34,34.0,2025-03-26,2026-06-19,785,12.0,0.3439,56.25,12.0,9.0,6645.07,True
2681,1.0,53.36,53.36,2.0,2026-06-18,2026-06-18,30,13.0,1.0,,13.0,1.0,53.36,True
2682,8.0,2972.57,371.57,24.0,2025-02-09,2026-05-12,1174,50.0,0.2044,65.29,50.0,8.0,2972.57,True
2683,12.0,6368.29,530.69,42.0,2025-01-03,2026-06-27,909,4.0,0.396,49.09,4.0,12.0,6368.29,True
2684,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
2685,8.0,2555.14,319.39,27.0,2025-01-12,2026-05-12,783,50.0,0.3065,69.29,50.0,8.0,2555.14,True
2686,11.0,1605.69,145.97,25.0,2025-02-22,2026-03-06,515,117.0,0.6408,37.7,117.0,11.0,1605.69,False
2687,7.0,1249.57,178.51,17.0,2025-02-28,2026-05-14,1118,48.0,0.1878,73.33,48.0,7.0,1249.57,True
2688,1.0,118.48,118.48,4.0,2026-06-04,2026-06-04,30,27.0,1.0,,27.0,1.0,118.48,True
2689,3.0,726.6,242.2,11.0,2025-10-09,2026-03-11,280,112.0,0.3214,76.5,112.0,3.0,726.6,False
2690,3.0,2046.52,682.17,12.0,2025-02-22,2025-12-13,606,200.0,0.1485,147.0,200.0,3.0,2046.52,False
2691,3.0,3257.03,1085.68,8.0,2025-02-07,2026-06-23,960,8.0,0.0938,250.5,8.0,3.0,3257.03,True
2692,9.0,3868.62,429.85,23.0,2025-08-30,2026-06-15,423,16.0,0.6383,36.12,16.0,9.0,3868.62,True
2693,9.0,4799.86,533.32,38.0,2025-02-28,2026-02-28,518,123.0,0.5212,45.62,123.0,9.0,4799.86,False
2694,2.0,1187.16,593.58,4.0,2026-04-24,2026-05-29,99,33.0,0.6061,35.0,33.0,2.0,1187.16,True
2695,5.0,2770.48,554.1,17.0,2025-02-01,2026-01-05,877,177.0,0.171,84.5,177.0,5.0,2770.48,False
2696,6.0,5687.98,948.0,18.0,2025-06-17,2025-12-13,490,200.0,0.3673,35.8,200.0,6.0,5687.98,False
2697,7.0,4605.78,657.97,25.0,2025-04-24,2026-04-29,850,63.0,0.2471,61.67,63.0,7.0,4605.78,True
2698,10.0,2713.95,271.4,39.0,2025-01-03,2026-06-24,1192,7.0,0.2517,59.67,7.0,10.0,2713.95,True
2699,5.0,2506.34,501.27,19.0,2025-06-18,2026-05-02,455,60.0,0.3297,79.5,60.0,5.0,2506.34,True
2700,6.0,4150.01,691.67,15.0,2025-01-05,2026-06-28,800,3.0,0.225,107.8,3.0,6.0,4150.01,True
2701,2.0,1143.43,571.72,7.0,2026-04-12,2026-06-09,170,22.0,0.3529,58.0,22.0,2.0,1143.43,True
2702,4.0,930.03,232.51,8.0,2026-02-12,2026-04-21,144,71.0,0.8333,22.67,71.0,4.0,930.03,True
2703,17.0,11779.34,692.9,61.0,2025-01-11,2026-03-05,1102,118.0,0.4628,26.12,118.0,17.0,11779.34,False
2704,5.0,5314.66,1062.93,24.0,2025-04-20,2026-02-28,695,123.0,0.2158,78.5,123.0,5.0,5314.66,False
